30, Private, 398827, HS-grad, 9, Married-AF-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States, <=50K
30, Private, 110643, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K
73, ?, 135601, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K
53, Private, 106176, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 60, United-States, >50K
35, Private, 126675, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, <=50K
41, Private, 156566, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 50, United-States, >50K
28, State-gov, 38309, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 6849, 0, 40, United-States, <=50K
22, Private, 177125, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
25, Private, 159603, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 34, United-States, <=50K
24, Private, 179423, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 255474, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 31023, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
28, Private, 251905, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
47, Private, 262244, Bachelors, 13, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 60, United-States, >50K
24, Local-gov, 193416, Some-college, 10, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 335997, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 55, United-States, >50K
21, Private, 229826, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 20, United-States, <=50K
49, Private, 124604, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K
45, State-gov, 35969, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
36, Private, 184655, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
50, Federal-gov, 159670, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Self-emp-inc, 115922, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
62, Private, 65868, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
66, Self-emp-not-inc, 104576, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 8, United-States, >50K
53, Private, 321865, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
70, Private, 90245, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 5, United-States, <=50K
44, Private, 85440, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
37, Self-emp-not-inc, 352882, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 70, South, >50K
23, Federal-gov, 173851, HS-grad, 9, Never-married, Armed-Forces, Not-in-family, White, Male, 0, 0, 8, United-States, <=50K
35, Private, 417136, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 208703, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, Japan, <=50K
29, Private, 235168, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
24, ?, 172152, Bachelors, 13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 25, Taiwan, <=50K
36, Self-emp-not-inc, 343721, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, ?, >50K
34, Private, 198265, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 3103, 0, 40, United-States, >50K
46, Self-emp-not-inc, 254291, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
30, Private, 231263, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Self-emp-inc, 246025, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 20, Honduras, <=50K
52, Without-pay, 198262, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 30, United-States, <=50K
36, Private, 227615, 5th-6th, 3, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 32, Mexico, <=50K
37, Local-gov, 52465, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 264663, Some-college, 10, Separated, Prof-specialty, Own-child, White, Female, 0, 3900, 40, United-States, <=50K
39, Local-gov, 287031, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
26, Self-emp-not-inc, 231714, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 94413, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
41, Private, 283116, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 1506, 0, 50, United-States, <=50K
41, State-gov, 132551, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
36, Private, 369843, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
54, ?, 180211, Some-college, 10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 60, South, >50K
44, Private, 180609, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
35, Private, 200153, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Private, 205649, Assoc-acdm, 12, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
62, Self-emp-inc, 236096, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 236497, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 340723, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
50, Self-emp-inc, 176751, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 80, United-States, >50K
39, Self-emp-inc, 151029, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
19, Private, 127491, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 261720, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, Private, 133144, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 2580, 0, 20, United-States, <=50K
65, Private, 386672, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 15, United-States, <=50K
32, Federal-gov, 97614, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 167065, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 102559, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Canada, >50K
39, Private, 91367, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1848, 45, United-States, >50K
41, ?, 152880, HS-grad, 9, Divorced, ?, Not-in-family, Black, Female, 0, 0, 28, United-States, <=50K
46, Private, 55720, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
23, Private, 213955, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Male, 0, 2001, 40, United-States, <=50K
47, Private, 139145, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
64, Private, 119506, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
58, Private, 239523, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
44, Private, 344920, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1617, 20, United-States, <=50K
64, Private, 61892, HS-grad, 9, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
48, Self-emp-not-inc, 296066, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
19, Private, 138760, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 206861, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
18, Local-gov, 153405, 11th, 7, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 25, United-States, <=50K
23, ?, 32897, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
40, Private, 150528, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 102726, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States, <=50K
44, Private, 107584, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3908, 0, 50, United-States, <=50K
42, Private, 172148, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
35, Private, 336793, Bachelors, 13, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 223751, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
42, Private, 180032, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 226267, 7th-8th, 4, Never-married, Sales, Not-in-family, White, Male, 0, 0, 43, Mexico, <=50K
27, Private, 263614, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
56, Private, 265086, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
55, Private, 227856, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
39, Private, 257726, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 186213, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, >50K
27, Private, 212041, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 148015, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 15024, 0, 40, United-States, >50K
31, Private, 265509, Assoc-voc, 11, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
52, Self-emp-not-inc, 175029, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
39, Private, 379350, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 221366, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 391114, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 260093, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
56, Private, 367984, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
54, Self-emp-not-inc, 226497, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
27, Private, 85625, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 22, United-States, <=50K
35, Private, 30673, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 84, United-States, <=50K
49, Private, 68505, 9th, 5, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 37, United-States, <=50K
74, ?, 204840, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 56, Mexico, <=50K
26, Private, 130931, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
29, Private, 159788, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K
44, Private, 282062, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 173243, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 121468, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 35, United-States, <=50K
59, Self-emp-not-inc, 174056, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K
37, Private, 188774, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 2824, 40, United-States, >50K
38, Private, 27408, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 35595, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 90934, Bachelors, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 55, United-States, <=50K
53, Private, 133219, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 4386, 0, 30, United-States, >50K
41, Self-emp-not-inc, 209344, HS-grad, 9, Married-civ-spouse, Sales, Other-relative, White, Female, 0, 0, 40, Cuba, <=50K
23, Private, 256628, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 32, United-States, <=50K
62, Private, 84756, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 136629, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Iran, <=50K
28, Private, 216178, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 126950, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
69, Local-gov, 197288, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K
23, Private, 434467, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
29, Private, 136017, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
22, Private, 167615, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 230035, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 46, United-States, >50K
50, Self-emp-not-inc, 219420, Doctorate, 16, Divorced, Sales, Not-in-family, White, Male, 0, 0, 64, United-States, <=50K
44, Federal-gov, 139161, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 1741, 40, United-States, <=50K
32, Private, 604506, HS-grad, 9, Married-civ-spouse, Transport-moving, Own-child, White, Male, 0, 0, 72, Mexico, <=50K
34, Local-gov, 93886, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 46, United-States, >50K
51, Private, 63685, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Cambodia, <=50K
45, Local-gov, 166181, HS-grad, 9, Divorced, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
57, Private, 135339, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
31, Private, 61308, 10th, 6, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 56536, 11th, 7, Never-married, Sales, Own-child, White, Female, 1055, 0, 18, India, <=50K
50, Private, 95435, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1579, 65, Canada, <=50K
32, Private, 190228, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
21, Private, 177125, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
50, Private, 194231, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
42, Self-emp-inc, 369781, 7th-8th, 4, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 25, United-States, <=50K
33, Private, 181372, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
28, Private, 90915, Bachelors, 13, Married-spouse-absent, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
44, Private, 214415, Some-college, 10, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
42, State-gov, 83411, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 158746, HS-grad, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
25, Local-gov, 176162, Assoc-voc, 11, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 30, United-States, <=50K
35, Private, 100375, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
52, Private, 143953, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
40, Self-emp-not-inc, 240698, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
55, Private, 92215, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
38, Private, 199256, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 1085515, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
49, Private, 297884, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 4064, 0, 50, United-States, <=50K
18, Self-emp-not-inc, 258474, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
44, Local-gov, 101967, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 307638, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 387116, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 36, Jamaica, <=50K
41, Private, 104892, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2829, 0, 40, United-States, <=50K
30, Private, 212064, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 157894, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
51, ?, 147015, Some-college, 10, Divorced, ?, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K
29, Private, 161444, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Columbia, <=50K
47, Self-emp-not-inc, 192755, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 20, United-States, >50K
19, Private, 71650, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 572751, Prof-school, 15, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, Mexico, >50K
22, Private, 138768, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 213643, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 3908, 0, 40, United-States, <=50K
50, Private, 256861, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, United-States, <=50K
36, Local-gov, 357720, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
61, Private, 81132, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, 7298, 0, 40, Philippines, >50K
55, ?, 449576, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 48, Mexico, <=50K
22, Local-gov, 412316, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
51, Federal-gov, 20795, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 40, United-States, >50K
26, Local-gov, 211497, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 265434, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 30, United-States, <=50K
59, Private, 380357, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 53366, 7th-8th, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 174215, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
54, Local-gov, 182388, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 35, United-States, <=50K
34, Private, 127651, 10th, 6, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 44, ?, <=50K
27, Private, 105817, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
37, Local-gov, 128054, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
28, ?, 268222, 11th, 7, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
33, Private, 268451, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Self-emp-not-inc, 219897, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
48, Private, 239058, 12th, 8, Widowed, Handlers-cleaners, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
19, Private, 376540, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
37, Self-emp-inc, 107164, 10th, 6, Never-married, Transport-moving, Not-in-family, White, Male, 0, 2559, 50, United-States, >50K
38, State-gov, 314052, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
50, Local-gov, 100480, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
18, ?, 297396, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 10, United-States, <=50K
56, Private, 230039, 7th-8th, 4, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
60, Local-gov, 124987, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
25, ?, 47011, Bachelors, 13, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K
26, Self-emp-not-inc, 224361, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 75, United-States, <=50K
45, Local-gov, 55377, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, <=50K
23, Private, 201664, HS-grad, 9, Married-civ-spouse, Adm-clerical, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
18, ?, 128538, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 20, United-States, <=50K
42, Private, 86185, Some-college, 10, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
18, State-gov, 59342, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 5, United-States, <=50K
62, Without-pay, 159908, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 16, United-States, <=50K
27, Private, 193898, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K
25, Private, 149943, HS-grad, 9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, 4101, 0, 60, ?, <=50K
41, Local-gov, 183009, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K
45, State-gov, 32186, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 73587, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 35, United-States, <=50K
37, Local-gov, 218184, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
38, State-gov, 34364, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 166585, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 70240, HS-grad, 9, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
57, Private, 236944, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K
42, Local-gov, 137232, HS-grad, 9, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
30, Private, 185027, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 74883, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
36, Private, 288049, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
19, Self-emp-not-inc, 305834, Some-college, 10, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 25, United-States, <=50K
22, Private, 153805, HS-grad, 9, Never-married, Other-service, Unmarried, Other, Male, 0, 0, 20, Puerto-Rico, <=50K
35, Private, 133454, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
19, Private, 184121, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
33, Private, 168030, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
40, Federal-gov, 130749, Some-college, 10, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
59, Private, 515712, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 193995, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
32, Local-gov, 157887, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
